name,faculty,department,faculty_type,date_recommend,date_recommend_pass,date_general,date_general_pass,location,rubi,is_there_recommend,is_there_general,other_faculty,math,english,physics,chemistry,biology,special,paper,integration,japanese,practical,external_english,interview,url,main,note
広島大学,工学部,第三類（応用化学・生物工学・化学工学系）,engineering,,,6.20,6.30,広島県,ひろしまだいがく,,1,1,,,,,,,,,,,1,1,https://www.hiroshima-u.ac.jp/eng,,
広島大学,工学部,第四類（建設・環境系）,engineering,,,6.20,6.30,広島県,ひろしまだいがく,,1,1,,,,,,,,,,,1,1,https://www.hiroshima-u.ac.jp/eng,,
広島大学,理学部,数学科,science,,,7.08,7.25,広島県,ひろしまだいがく,,1,1,1,,,,,,,,,,,1,https://www.hiroshima-u.ac.jp/sci,,R2
広島大学,理学部,物理学科,science,,,7.08,7.25,広島県,ひろしまだいがく,,1,1,1,,1,,,,,,,,1,1,https://www.hiroshima-u.ac.jp/sci,,R2
広島大学,理学部,化学科,science,,,7.08,7.25,広島県,ひろしまだいがく,,1,1,,,,1,,,,,,,1,1,https://www.hiroshima-u.ac.jp/sci,,R2
広島大学,理学部,生物化学科,science,,,7.08,7.25,広島県,ひろしまだいがく,,1,1,,,,,1,,,,,,1,1,https://www.hiroshima-u.ac.jp/sci,,R2
広島大学,理学部,地球惑星システム学科,science,,,7.08,7.25,広島県,ひろしまだいがく,,1,1,,,,,,1,,,,,1,1,https://www.hiroshima-u.ac.jp/sci,,R2
広島大学,文学部,人文学科,literature,,,7.23,8.07,広島県,ひろしまだいがく,,1,1,,1,,,,1,,,,,,1,https://www.hiroshima-u.ac.jp/bungaku,,
広島大学,教育学部,第二類(科学文化教育系) 技術・情報系コース ,others,,,6.04,6.19,広島県,ひろしまだいがく,,1,1,,,,,,,,,,,,1,https://www.hiroshima-u.ac.jp/ed,,
広島大学,法学部,法学科,law,,,11.23,12.06,広島県,ひろしまだいがく,,1,1,,1,,,,,1,,,,1,1,https://www.hiroshima-u.ac.jp/law,,R2
広島大学,経済学部,経済学科,economics,11.23,12.06,11.23,12.06,広島県,ひろしまだいがく,1,1,1,,1,,,,1,,,,,,1,https://www.hiroshima-u.ac.jp/econ,,R2
広島大学,生物生産学部,生物生産学科,others,,,7.13,7.25,広島県,ひろしまだいがく,,1,1,,,,,,,,1,,,1,1,https://www.hiroshima-u.ac.jp/seisei,,R2
広島大学,情報科学部,情報科学科,engineering,,,9.18,9.30,広島県,ひろしまだいがく,,1,1,1,,,,,,,,,,1,1,https://www.hiroshima-u.ac.jp/ids,,R2
千葉大学,工学部,総合工学科,engineering,5.3,6.25,,,千葉県,ちばだいがく,1,,1,,,,,,,,,,,1,1,http://www.f-eng.chiba-u.jp/index.html,1,
千葉大学,文学部,人文学科 行動科学コース,literature,,,10.19,12.13,千葉県,ちばだいがく,,1,1,,,,,,1,,,,,,1,,,R2
千葉大学,文学部,人文学科 歴史学コース,literature,,,10.19,12.13,千葉県,ちばだいがく,,1,1,,,,,,,1,,,,,1,,,R2
千葉大学,文学部,人文学科 日本・ユーラシア文化コース,literature,,,10.19,12.13,千葉県,ちばだいがく,,1,1,,,,,,1,,,,,,1,,,R2
千葉大学,文学部,人文学科 国際言語文化学コース,literature,,,10.19,12.13,千葉県,ちばだいがく,,1,1,,,,,,,1,,,,,1,,,R2
金沢大学,理工学域,数物科学類（数学コース）,science_and_engineering,,,6.06,6.19,石川県,かなざわだいがく,,1,1,1,,,,,,,,,,,1,https://www.se.kanazawa-u.ac.jp/,,
金沢大学,理工学域,数物科学類（物理学コース）,science_and_engineering,,,6.06,6.19,石川県,かなざわだいがく,,1,1,,,1,,,,,,,,,1,https://www.se.kanazawa-u.ac.jp/,,
金沢大学,理工学域,数物科学類（計算科学コース）,science_and_engineering,,,6.06,6.19,石川県,かなざわだいがく,,1,1,1,,1,,,1,,,,,,1,https://www.se.kanazawa-u.ac.jp/,,
金沢大学,理工学域,物質化学類（化学コース）,science_and_engineering,,,6.06,6.19,石川県,かなざわだいがく,,1,1,,,,1,,,,,,,1,1,https://www.se.kanazawa-u.ac.jp/,,
金沢大学,理工学域,物質化学類（応用化学コース）,science_and_engineering,6.06,6.19,,,石川県,かなざわだいがく,1,,1,,,,,,,,,,,,1,https://www.se.kanazawa-u.ac.jp/,,
金沢大学,理工学域,機械工学類（機械創造コース）,science_and_engineering,6.06,6.19,,,石川県,かなざわだいがく,1,,1,,,,,,,,,,,,1,https://www.se.kanazawa-u.ac.jp/,,
金沢大学,理工学域,機械工学類（機械数理コース）,science_and_engineering,6.06,6.19,,,石川県,かなざわだいがく,1,,1,,,,,,,,,,,,1,https://www.se.kanazawa-u.ac.jp/,,
金沢大学,理工学域,機械工学類（エネルギー機械コース）,science_and_engineering,6.06,6.19,,,石川県,かなざわだいがく,1,,1,,,,,,,,,,,,1,https://www.se.kanazawa-u.ac.jp/,,
金沢大学,理工学域,フロンティア工学類,science_and_engineering,6.06,6.19,,,石川県,かなざわだいがく,1,,1,,,,,,,,,,,,1,https://www.se.kanazawa-u.ac.jp/,,
金沢大学,理工学域,電子情報通信学類（電気電子コース）,science_and_engineering,6.06,6.19,,,石川県,かなざわだいがく,1,,1,,,,,,,,,,,,1,https://www.se.kanazawa-u.ac.jp/,1,
金沢大学,理工学域,電子情報通信学類（情報通信コース）,science_and_engineering,6.06,6.19,,,石川県,かなざわだいがく,1,,1,,,,,,,,,,,,1,https://www.se.kanazawa-u.ac.jp/,,
金沢大学,理工学域,地球社会基盤学類（地球惑星科学科コース）,science_and_engineering,,,6.06,6.19,石川県,かなざわだいがく,,1,1,,,,,,1,,,,,1,1,https://www.se.kanazawa-u.ac.jp/,,
金沢大学,理工学域,地球社会基盤学類（土木防災コース）,science_and_engineering,6.06,6.19,,,石川県,かなざわだいがく,1,,1,,,,,,,,,,,1,1,https://www.se.kanazawa-u.ac.jp/,,
金沢大学,理工学域,地球社会基盤学類（環境都市コース）,science_and_engineering,6.06,6.19,,,石川県,かなざわだいがく,1,,1,,,,,,,,,,,1,1,https://www.se.kanazawa-u.ac.jp/,,
金沢大学,理工学域,生命理工学類（生命システムコース）,science_and_engineering,,,6.06,6.19,石川県,かなざわだいがく,,1,1,,,,,1,,,,,,1,1,https://www.se.kanazawa-u.ac.jp/,,
金沢大学,理工学域,生命理工学類（海洋生物資源コース）,science_and_engineering,,,6.06,6.19,石川県,かなざわだいがく,,1,1,,,,,1,,,,,,1,1,https://www.se.kanazawa-u.ac.jp/,,
金沢大学,人間社会学域,法学類,law,,,2.08,2.28,石川県,かなざわだいがく,,1,1,,,,,,,,,,,,1,https://www.kanazawa-u.ac.jp/collegeschool/10_hs/,,R2
九州工業大学,工学部,建築社会工学科,engineering,6.13,6.23,,,福岡県,きゅうしゅうこうぎょうだいがく,1,,,,,,,,,,,,,1,1,https://www.tobata.kyutech.ac.jp/,,
九州工業大学,工学部,機械知能工学科,engineering,6.13,6.23,,,福岡県,きゅうしゅうこうぎょうだいがく,1,,,,,,,,,,,,,1,1,https://www.tobata.kyutech.ac.jp/,,
九州工業大学,工学部,宇宙システム工学科,engineering,6.13,6.23,,,福岡県,きゅうしゅうこうぎょうだいがく,1,,,,,,,,,,,,,1,1,https://www.tobata.kyutech.ac.jp/,,
九州工業大学,工学部,電気電子工学科,engineering,6.13,6.23,,,福岡県,きゅうしゅうこうぎょうだいがく,1,,,,,,,,,,,,,1,1,https://www.tobata.kyutech.ac.jp/,,
九州工業大学,工学部,応用化学科,engineering,6.13,6.23,,,福岡県,きゅうしゅうこうぎょうだいがく,1,,,,,,,,,,,,,1,1,https://www.tobata.kyutech.ac.jp/,,
九州工業大学,工学部,マテリアル工学科,engineering,6.13,6.23,,,福岡県,きゅうしゅうこうぎょうだいがく,1,,,,,,,,,,,,,1,1,https://www.tobata.kyutech.ac.jp/,,
九州工業大学,情報工学部,知能情報工学科,engineering,6.13,6.23,6.13,6.23,福岡県,きゅうしゅうこうぎょうだいがく,1,1,,,,,,,,,,,,1,1,https://www.iizuka.kyutech.ac.jp/,1,
九州工業大学,情報工学部,情報通信工学科,engineering,6.13,6.23,6.13,6.23,福岡県,きゅうしゅうこうぎょうだいがく,1,1,,,,,,,,,,,,1,1,https://www.iizuka.kyutech.ac.jp/,,
九州工業大学,情報工学部,知的システム工学科,engineering,6.13,6.23,6.13,6.23,福岡県,きゅうしゅうこうぎょうだいがく,1,1,,,,,,,,,,,,1,1,https://www.iizuka.kyutech.ac.jp/,,
九州工業大学,情報工学部,物理情報工学科,engineering,6.13,6.23,6.13,6.23,福岡県,きゅうしゅうこうぎょうだいがく,1,1,,,,,,,,,,,,1,1,https://www.iizuka.kyutech.ac.jp/,,
九州工業大学,情報工学部,生命化学情報工学科,engineering,6.13,6.23,6.13,6.23,福岡県,きゅうしゅうこうぎょうだいがく,1,1,,,,,,,,,,,,1,1,https://www.iizuka.kyutech.ac.jp/,,
熊本大学,工学部,土木建築学科（土木工学）,engineering,5.23,5.29,7.11,7.31,熊本県,くまもとだいがく,1,1,1,1,,,,,1,,,,,,1,https://www.eng.kumamoto-u.ac.jp/,,
熊本大学,工学部,土木建築学科（地域デザイン）,engineering,5.23,5.29,7.11,7.31,熊本県,くまもとだいがく,1,1,1,1,,,,,1,,,,,,1,https://www.eng.kumamoto-u.ac.jp/,,
熊本大学,工学部,土木建築学科（建築学）,engineering,5.23,5.29,7.11,7.31,熊本県,くまもとだいがく,1,1,1,,,,,,1,1,,,,,1,https://www.eng.kumamoto-u.ac.jp/,,
熊本大学,工学部,機械数理工学科（機械工学）,engineering,5.23,5.29,7.11,7.31,熊本県,くまもとだいがく,1,1,1,1,1,,,,1,,,,,,1,https://www.eng.kumamoto-u.ac.jp/,,
熊本大学,工学部,機械数理工学科（機械システム）,engineering,5.23,5.29,7.11,7.31,熊本県,くまもとだいがく,1,1,1,1,1,,,,1,,,,,,1,https://www.eng.kumamoto-u.ac.jp/,,
熊本大学,工学部,機械数理工学科（数理工学）,engineering,5.23,5.29,7.11,7.31,熊本県,くまもとだいがく,1,1,1,1,,,,,,,,,,,1,https://www.eng.kumamoto-u.ac.jp/,,
熊本大学,工学部,情報電気工学科（電気工学）,engineering,5.23,5.29,7.11,7.31,熊本県,くまもとだいがく,1,1,1,1,,,,,1,,,,,,1,https://www.eng.kumamoto-u.ac.jp/,,
熊本大学,工学部,情報電気工学科（電子工学）,engineering,5.23,5.29,7.11,7.31,熊本県,くまもとだいがく,1,1,1,1,,,,,1,,,,,,1,https://www.eng.kumamoto-u.ac.jp/,,
熊本大学,工学部,情報電気工学科（情報工学）,engineering,5.23,5.29,7.11,7.31,熊本県,くまもとだいがく,1,1,1,1,,,,,1,,,,,,1,https://www.eng.kumamoto-u.ac.jp/,1,
熊本大学,工学部,材料・応用化学科（応用生命化学）,engineering,5.23,5.29,7.11,7.31,熊本県,くまもとだいがく,1,1,1,,,,,,1,,,,,,1,https://www.eng.kumamoto-u.ac.jp/,,
熊本大学,工学部,材料・応用化学科（応用物質化学）,engineering,5.23,5.29,7.11,7.31,熊本県,くまもとだいがく,1,1,1,,,,,,1,,,,,,1,https://www.eng.kumamoto-u.ac.jp/,,
熊本大学,工学部,材料・応用化学科（物質材料工学）,engineering,5.23,5.29,7.11,7.31,熊本県,くまもとだいがく,1,1,1,1,1,,,,1,,,,,,1,https://www.eng.kumamoto-u.ac.jp/,,
熊本大学,法学部,法学科（法学・公共政策学コース）,law,,,10.26,11.22,熊本県,くまもとだいがく,,1,1,,1,,,,,1,,,,,,http://www.law.kumamoto-u.ac.jp/,,R2
熊本大学,文学部,総合人間学科,literature,,,7.11,8.21,熊本県,くまもとだいがく,,1,1,,1,,,,,1,,,,,1,https://www.let.kumamoto-u.ac.jp/,,
熊本大学,文学部,歴史学科,literature,,,7.11,8.21,熊本県,くまもとだいがく,,1,1,,1,,,,,1,,,,,1,https://www.let.kumamoto-u.ac.jp/,,
熊本大学,文学部,文学科,literature,,,7.11,8.21,熊本県,くまもとだいがく,,1,1,,1,,,,,1,,,,,1,https://www.let.kumamoto-u.ac.jp/,,
熊本大学,文学部,コミュニケーション情報学科,literature,,,7.11,8.21,熊本県,くまもとだいがく,,1,1,,1,,,,,1,,,,,1,https://www.let.kumamoto-u.ac.jp/,,
